,cell_ontology_class,cell_ontology_id,tissue,free_annotation,id,term,other_ids,other_terms
335,fibroblast,CL:0002420,Thymus,fibroblast,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
336,fibroblast,CL:0008019,Trachea,,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
337,fibroblast,,Thymus,fibroblast,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
338,fibroblast,,Trachea,,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
339,fibroblast,CL:0000738,Thymus,fibroblast,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
340,fibroblast,,Skin,,CL:0000057,fibroblast,CL:0002547;CL:0002548;CL:0002549;CL:0002554;CL:0002555;CL:0002556;CL:0002557;CL:0002550;CL:0002551,fibroblast of the aortic adventitia;fibroblast of cardiac tissue;fibroblast of choroid plexus;fibroblast of lymphatic vessel;fibroblast of mammary gland;fibroblast of periodontium;fibroblast of pulmonary artery;fibroblast of the conjunctiva;fibroblast of dermis
341,fibroblast of cardiac tissue,CL:0000057,Aorta,,CL:0002548,fibroblast of cardiac tissue,,
342,fibroblast of cardiac tissue,CL:0000057,Heart,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,
343,fibroblast of cardiac tissue,,Heart,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,
344,fibroblast of cardiac tissue,CL:0000115,Heart,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,
345,fibroblast of cardiac tissue,CL:0000057,Aorta,fibroblast,CL:0002548,fibroblast of cardiac tissue,,
346,fibroblast of cardiac tissue,CL:0000057,Aorta,valve cells,CL:0002548,fibroblast of cardiac tissue,,
347,fibroblast of cardiac tissue,CL:0000738,Heart,fibroblast of cardiac tissue,CL:0002548,fibroblast of cardiac tissue,,
348,fibroblast of cardiac tissue,CL:0000057,Aorta,leukocyte,CL:0002548,fibroblast of cardiac tissue,,
349,fibroblast of cardiac tissue,,Aorta,leukocyte,CL:0002548,fibroblast of cardiac tissue,,
350,fibroblast of cardiac tissue,,Aorta,smooth muscle cell,CL:0002548,fibroblast of cardiac tissue,,
351,fibroblast of cardiac tissue,,Aorta,,CL:0002548,fibroblast of cardiac tissue,,
352,fibroblast of cardiac tissue,CL:0000232,Aorta,,CL:0002548,fibroblast of cardiac tissue,,
353,fibroblast of lung,CL:0000499,Lung,Alveolar Fibroblast,CL:0002553,fibroblast of lung,CL:2000093,bronchus fibroblast of lung
354,fibroblast of lung,,Lung,Alveolar Fibroblast,CL:0002553,fibroblast of lung,CL:2000093,bronchus fibroblast of lung
355,fibrocyte,,Aorta,leukocyte,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
356,fibrocyte,CL:0000145,Aorta,,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
357,fibrocyte,CL:0000145,Aorta,fibroblast,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
358,fibrocyte,CL:0000145,Aorta,leukocyte,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
359,fibrocyte,CL:0000057,Aorta,fibroblast,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
360,fibrocyte,,Aorta,,CL:0000135,fibrocyte,CL:1000308;CL:0002665;CL:0002666;CL:0002667;CL:0002668;CL:0002669;CL:0002670;CL:1000693,fibrocyte of adventitia of ureter;otic fibrocyte;type 2 otic fibrocyte;type 5 otic fibrocyte;type 4 otic fibrocyte;type 3 otic fibrocyte;type 1 otic fibrocyte;kidney interstitial fibrocyte
361,granulocyte,,Trachea,,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
362,granulocyte,,Spleen,,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
363,granulocyte,CL:0000236,Spleen,,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
364,granulocyte,,Marrow,granulocyte,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
365,granulocyte,CL:0000094,Marrow,granulocyte,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
366,granulocyte,CL:0002048,Marrow,granulocyte,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
367,granulocyte,CL:0000081,Trachea,,CL:0000094,granulocyte,CL:0000557;CL:0002002;CL:0000771;CL:0002001;CL:0001012,"granulocyte monocyte progenitor cell;Kit-positive granulocyte monocyte progenitor;eosinophil;CD34-positive, CD38-positive granulocyte monocyte progenitor;CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor"
368,granulocyte monocyte progenitor cell,,Marrow,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,
369,granulocyte monocyte progenitor cell,CL:0000557,Marrow,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,
370,granulocyte monocyte progenitor cell,CL:0002191,Marrow,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,
371,granulocyte monocyte progenitor cell,CL:0002035,Marrow,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,
372,granulocyte monocyte progenitor cell,CL:0002036,Marrow,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,
373,granulocytopoietic cell,,Marrow,granulocytopoietic cell,CL:0002191,granulocytopoietic cell,,
374,granulocytopoietic cell,CL:0000094,Marrow,granulocytopoietic cell,CL:0002191,granulocytopoietic cell,,
375,granulocytopoietic cell,CL:0002191,Marrow,granulocytopoietic cell,CL:0002191,granulocytopoietic cell,,
376,hematopoietic stem cell,CL:0008001,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
377,hematopoietic stem cell,,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
378,hematopoietic stem cell,,Marrow,MPP Fraction B,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
379,hematopoietic stem cell,CL:0002036,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
380,hematopoietic stem cell,CL:0000557,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
381,hematopoietic stem cell,CL:0000788,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
382,hematopoietic stem cell,CL:0000788,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
383,hematopoietic stem cell,CL:0000050,Marrow,MPP Fraction B,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
384,hematopoietic stem cell,,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
385,hematopoietic stem cell,CL:0008001,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
386,hematopoietic stem cell,CL:0000050,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
387,hematopoietic stem cell,CL:0002035,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
388,hematopoietic stem cell,CL:0002035,Marrow,MPP Fraction A + HSC,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
389,hematopoietic stem cell,CL:0000788,Marrow,Unknown Progenitor,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
390,hematopoietic stem cell,CL:0000816,Marrow,Unknown Progenitor,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
391,hematopoietic stem cell,CL:0000051,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
392,hematopoietic stem cell,,Marrow,Unknown Progenitor,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
393,hematopoietic stem cell,CL:0002036,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
394,hematopoietic stem cell,CL:0000050,Marrow,MPP Fraction B + C,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
395,hematopoietic stem cell,CL:0002035,Marrow,MPP Fraction B,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
396,hematopoietic stem cell,CL:0002036,Marrow,MPP Fraction B,CL:0000037,hematopoietic stem cell,CL:0001024;CL:0001008;CL:0002033;CL:0002034;CL:0002359;CL:0002352;CL:0002360;CL:0002354;CL:2000095,"CD34-positive, CD38-negative hematopoietic stem cell;Kit and Sca1-positive hematopoietic stem cell;short term hematopoietic stem cell;long term hematopoietic stem cell;placental hematopoietic stem cell;gestational hematopoietic stem cell;AGM hematopoietic stem cell;yolk sac hematopoietic stem cell;cord blood hematopoietic stem cell"
397,hepatocyte,CL:0000091,Liver,,CL:0000182,hepatocyte,CL:0019029;CL:0019028;CL:0019026,centrilobular region hepatocyte;midzonal region hepatocyte;periportal region hepatocyte
398,hepatocyte,,Liver,,CL:0000182,hepatocyte,CL:0019029;CL:0019028;CL:0019026,centrilobular region hepatocyte;midzonal region hepatocyte;periportal region hepatocyte
399,hepatocyte,CL:0000182,Liver,,CL:0000182,hepatocyte,CL:0019029;CL:0019028;CL:0019026,centrilobular region hepatocyte;midzonal region hepatocyte;periportal region hepatocyte
400,hepatocyte,CL:0000236,Liver,,CL:0000182,hepatocyte,CL:0019029;CL:0019028;CL:0019026,centrilobular region hepatocyte;midzonal region hepatocyte;periportal region hepatocyte
401,immature B cell,CL:0000817,Marrow,immature B cell,CL:0000816,immature B cell,CL:0002055;CL:0002054,CD38-negative immature B cell;Fraction E immature B cell
402,immature B cell,CL:0000816,Marrow,immature B cell,CL:0000816,immature B cell,CL:0002055;CL:0002054,CD38-negative immature B cell;Fraction E immature B cell
403,immature B cell,CL:0000236,Marrow,immature B cell,CL:0000816,immature B cell,CL:0002055;CL:0002054,CD38-negative immature B cell;Fraction E immature B cell
404,immature B cell,CL:0000788,Marrow,immature B cell,CL:0000816,immature B cell,CL:0002055;CL:0002054,CD38-negative immature B cell;Fraction E immature B cell
405,immature B cell,,Marrow,immature B cell,CL:0000816,immature B cell,CL:0002055;CL:0002054,CD38-negative immature B cell;Fraction E immature B cell
406,intermediate monocyte,CL:0000576,Lung,Intermediate Monocyte,CL:0002393,intermediate monocyte,CL:0001055,"CD14-positive, CD16-low monocyte"
407,intermediate monocyte,,Lung,Intermediate Monocyte,CL:0002393,intermediate monocyte,CL:0001055,"CD14-positive, CD16-low monocyte"
408,intermediate monocyte,CL:0000860,Lung,Intermediate Monocyte,CL:0002393,intermediate monocyte,CL:0001055,"CD14-positive, CD16-low monocyte"
409,interneuron,,Brain_Non-Myeloid,,CL:0000099,interneuron,CL:0000534;CL:1001569;CL:0011005;CL:0000397;CL:0000402;CL:0000498;CL:0008031;CL:0000691;CL:1001434,primary interneuron;hippocampal interneuron;GABAergic interneuron;ganglion interneuron;CNS interneuron;inhibitory interneuron;cortical interneuron;stellate interneuron;olfactory bulb interneuron
410,interneuron,CL:0000540,Brain_Non-Myeloid,,CL:0000099,interneuron,CL:0000534;CL:1001569;CL:0011005;CL:0000397;CL:0000402;CL:0000498;CL:0008031;CL:0000691;CL:1001434,primary interneuron;hippocampal interneuron;GABAergic interneuron;ganglion interneuron;CNS interneuron;inhibitory interneuron;cortical interneuron;stellate interneuron;olfactory bulb interneuron
411,interneuron,,Brain_Non-Myeloid,Granular_Neuron_CB_Gabra6,CL:0000099,interneuron,CL:0000534;CL:1001569;CL:0011005;CL:0000397;CL:0000402;CL:0000498;CL:0008031;CL:0000691;CL:1001434,primary interneuron;hippocampal interneuron;GABAergic interneuron;ganglion interneuron;CNS interneuron;inhibitory interneuron;cortical interneuron;stellate interneuron;olfactory bulb interneuron
412,interneuron,CL:0000128,Brain_Non-Myeloid,,CL:0000099,interneuron,CL:0000534;CL:1001569;CL:0011005;CL:0000397;CL:0000402;CL:0000498;CL:0008031;CL:0000691;CL:1001434,primary interneuron;hippocampal interneuron;GABAergic interneuron;ganglion interneuron;CNS interneuron;inhibitory interneuron;cortical interneuron;stellate interneuron;olfactory bulb interneuron
413,intestinal crypt stem cell,CL:0002253,Large_Intestine,Lgr5+ undifferentiated cell (Distal),CL:0002250,intestinal crypt stem cell,CL:0009017;CL:0009016,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of large intestine
414,intestinal crypt stem cell,CL:0002071,Large_Intestine,Lgr5+ undifferentiated cell (Distal),CL:0002250,intestinal crypt stem cell,CL:0009017;CL:0009016,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of large intestine
415,intestinal crypt stem cell,,Large_Intestine,,CL:0002250,intestinal crypt stem cell,CL:0009017;CL:0009016,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of large intestine
416,intestinal crypt stem cell,CL:0002253,Large_Intestine,,CL:0002250,intestinal crypt stem cell,CL:0009017;CL:0009016,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of large intestine
417,intestinal crypt stem cell,,Large_Intestine,Lgr5+ undifferentiated cell (Distal),CL:0002250,intestinal crypt stem cell,CL:0009017;CL:0009016,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of large intestine
418,keratinocyte,,Tongue,suprabasal,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
419,keratinocyte,CL:0000312,Tongue,suprabasal,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
420,keratinocyte,CL:0000312,Tongue,,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
421,keratinocyte,,Tongue,,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
422,keratinocyte,CL:0002187,Tongue,suprabasal,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
423,keratinocyte,CL:0002187,Tongue,,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
424,keratinocyte,,Trachea,new-cluster,CL:0000312,keratinocyte,CL:0002337;CL:1001606;CL:2000092,keratinocyte stem cell;foreskin keratinocyte;hair follicular keratinocyte
425,keratinocyte stem cell,,Skin,actively dividing stem cell,CL:0002337,keratinocyte stem cell,,
426,keratinocyte stem cell,,Skin,,CL:0002337,keratinocyte stem cell,,
427,keratinocyte stem cell,CL:1000428,Skin,actively dividing stem cell,CL:0002337,keratinocyte stem cell,,
428,kidney collecting duct epithelial cell,,Kidney,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,CL:1000547;CL:1000546;CL:1000549;CL:1000548,kidney inner medulla collecting duct epithelial cell;kidney medulla collecting duct epithelial cell;kidney cortex collecting duct epithelial cell;kidney outer medulla collecting duct epithelial cell
429,kidney collecting duct epithelial cell,CL:0002306,Kidney,kidney collecting duct epithelial cell,CL:1000454,kidney collecting duct epithelial cell,CL:1000547;CL:1000546;CL:1000549;CL:1000548,kidney inner medulla collecting duct epithelial cell;kidney medulla collecting duct epithelial cell;kidney cortex collecting duct epithelial cell;kidney outer medulla collecting duct epithelial cell
